0.003661, 0.146424, 50
0.011167, 0.150128, 50
0.023538, 0.247417, 50
0.040551, 0.340262, 50
0.061869, 0.426354, 50
0.087007, 0.502766, 50
0.115289, 0.565649, 50
0.145780, 0.609822, 50
0.177193, 0.628252, 50
0.207770, 0.611545, 50
0.235165, 0.547897, 50
0.256413, 0.424967, 50
0.268276, 0.237255, 50
0.268547, 0.005406, 50
0.278497, 0.199009, 50
0.290747, 0.245009, 50
0.292339, 0.031831, 50
0.313031, 0.413836, 50
0.361288, 0.965139, 50
0.436962, 1.513474, 50
0.537578, 2.012322, 50
0.660512, 2.458681, 50
0.803904, 2.867853, 50
0.966976, 3.261442, 50
1.144161, 3.543694, 50
1.327961, 3.675996, 50
1.517074, 3.782265, 50
1.712905, 3.916612, 50
1.917791, 4.097721, 50
2.134430, 4.332792, 50
2.364328, 4.597945, 50
2.604906, 4.811569, 50
2.847117, 4.844228, 50
3.077769, 4.613024, 50
3.286258, 4.169793, 50
3.468542, 3.645668, 50
3.625632, 3.141799, 50
3.760545, 2.698269, 50
3.876431, 2.317711, 50
3.975904, 1.989467, 50
4.060961, 1.701143, 50
4.133075, 1.442283, 50
4.193321, 1.204904, 50
4.242476, 0.983100, 50
4.281101, 0.772505, 50
4.309593, 0.569836, 50
4.328220, 0.372549, 50
4.337149, 0.178577, 50
4.339204, 0.041109, 50
4.339204, 0.000000, 50
